Individual_mouse,Latitude,Longtitude,Sex,HI,Hymenolepis,Taenia,Rodentolepis,Mesocestoides,Calodium,Mastophorus,Trichuris,Heterakis,Aspiculuris+Syphacia
462,50.1516666667,12.5319444444,M,0.216475803,0,0,0,0,0,0,0,0,0
463,50.1516666667,12.5319444444,F,0.230769231,0,0,0,0,0,0,0,0,5
464,50.1486111111,13.1733333333,F,0.029327611,0,0,0,0,0,0,0,0,106
465,50.1486111111,13.1733333333,F,0.027559055,0,0,0,0,0,0,0,0,1
466,50.1486111111,13.1733333333,M,0.030616009,0,0,0,0,0,0,0,0,12
467,50.1472222222,13.1825,F,0.028969957,0,0,0,0,0,0,0,0,5
468,50.1472222222,13.1825,F,0.027857143,0,0,0,0,0,0,0,0,153
469,50.1169444444,12.2561111111,M,0.862310816,0,0,0,0,0,0,0,0,0
470,50.1169444444,12.2561111111,M,0.848138592,0,0,0,0,0,0,0,0,8
471,50.1169444444,12.2561111111,M,0.859311366,0,0,0,0,0,0,0,0,25
472,50.1169444444,12.2561111111,M,0.846950092,0,0,0,0,0,0,0,0,77
473,50.1144444444,12.4702777778,F,0.157214645,0,0,0,0,0,0,0,0,2
474,50.1144444444,12.4702777778,F,0.185304659,0,0,0,0,0,0,0,0,26
475,50.1144444444,12.4702777778,M,NA,0,0,0,0,0,0,0,0,1
476,50.1144444444,12.4702777778,F,0.167852063,0,0,0,0,0,0,0,0,0
477,50.1144444444,12.4702777778,F,0.171326165,0,0,0,0,0,0,0,0,0
478,50.1144444444,12.4702777778,F,0.155197133,0,0,0,0,0,0,0,0,0
479,50.1144444444,12.4702777778,F,0.165365507,0,0,0,0,0,0,0,0,4
480,50.1144444444,12.4702777778,F,0.165470208,0,0,0,0,0,0,0,0,4
481,50.1144444444,12.4702777778,M,0.162782094,0,0,0,0,0,0,0,0,1
482,50.1144444444,12.4702777778,M,0.170252226,0,0,0,0,0,0,0,0,0
483,50.1475,13.1819444444,F,0.025843503,0,0,0,0,0,0,0,0,92
484,50.1188888889,12.3038888889,F,0.790438533,0,0,0,0,0,0,0,0,9
485,50.1169444444,12.2561111111,F,0.86797153,0,0,0,0,0,0,0,0,0
486,50.1169444444,12.2561111111,F,0.853361946,0,0,0,0,0,0,0,0,103
487,50.1169444444,12.2561111111,M,0.849223947,0,0,0,0,0,0,0,0,16
488,50.1419444444,13.1763888889,F,0.026485326,0,0,0,0,0,0,0,0,191
489,50.1419444444,13.1763888889,F,0.030714286,0,0,0,0,0,0,0,0,112
490,50.1472222222,13.1825,F,0.029306648,0,0,0,0,0,0,0,0,2
491,50.1486111111,13.1733333333,F,0.033643522,0,0,0,0,0,0,0,0,2
492,50.1475,13.1819444444,F,0.026071429,0,0,0,0,0,0,0,0,25
493,50.1191666667,12.4011111111,M,0.179874677,0,0,0,0,0,0,0,0,4
494,50.1191666667,12.4011111111,F,0.208542714,0,0,0,0,0,0,0,0,4
495,50.1472222222,13.1825,F,0.029642857,0,0,0,0,0,0,0,0,0
496,50.1472222222,13.1825,M,0.029878274,0,0,0,0,0,0,0,0,46
497,50.1191666667,12.5041666667,F,0.136005727,0,0,0,0,0,0,0,0,6
498,50.1191666667,12.5041666667,F,0.136913229,0,0,0,0,0,0,0,0,4
499,50.0597222222,12.4205555556,F,0.450502152,0,0,0,0,0,0,0,0,17
500,50.0597222222,12.4205555556,M,0.402674591,0,0,11,0,0,0,0,0,19
501,50.1191666667,12.5041666667,M,0.141224189,0,0,0,0,0,0,1,0,29
502,50.1191666667,12.5041666667,M,0.207917129,0,0,0,0,0,0,1,0,85
503,50.1211111111,12.5283333333,F,0.128766141,0,0,0,0,0,0,0,0,0
504,50.1569444444,12.1033333333,M,0.95980826,0,0,0,0,0,0,100,84,0
505,50.1569444444,12.1033333333,F,0.96277738,0,0,0,0,0,0,14,13,0
506,50.1569444444,12.1033333333,F,0.964516129,0,0,0,0,0,0,140,24,0
507,50.0133333333,12.2577777778,F,0.925952552,0,0,0,0,0,0,2,0,0
508,50.0133333333,12.2577777778,F,0.920430108,0,0,0,0,0,0,0,0,43
509,50.0133333333,12.2577777778,M,0.92145239,0,0,0,0,0,0,0,0,6
510,50.0133333333,12.2577777778,F,0.916906475,0,1,0,0,0,0,0,0,29
511,50.0133333333,12.2577777778,M,0.931952663,0,1,0,0,0,3,3,0,35
512,50.0133333333,12.2577777778,M,0.917655786,0,0,0,0,0,0,7,0,4
513,50.0133333333,12.2577777778,M,0.921169504,0,2,0,0,0,0,0,0,6
514,49.9913888889,12.2330555556,F,0.917085427,0,2,0,0,0,0,0,0,1
515,49.9913888889,12.2330555556,F,0.918637993,0,3,0,0,0,0,0,0,0
516,49.9913888889,12.2330555556,M,0.909326425,0,2,0,0,0,0,1,0,0
517,49.9913888889,12.2330555556,F,0.917503587,0,0,0,0,0,0,2,0,6
518,50.1188888889,12.4019444444,F,0.310665712,0,0,0,0,0,0,0,0,0
519,50.1188888889,12.4019444444,M,0.335925926,0,0,0,0,0,0,0,0,8
520,50.1188888889,12.4019444444,F,0.274587222,0,0,0,0,0,0,0,0,0
521,50.1419444444,13.1763888889,M,0.032067822,0,0,0,0,0,0,0,0,84
522,50.1419444444,13.1763888889,F,0.02661462,0,0,0,0,0,0,0,0,672
523,50.0919444444,12.9422222222,M,0.02663707,0,0,0,0,0,0,0,0,0
524,50.0744444444,12.9238888889,M,0.030593439,0,0,0,0,0,0,35,0,1
525,50.0744444444,12.9238888889,F,0.027201145,0,1,0,0,0,0,0,0,57
526,50.0744444444,12.9238888889,M,0.037255625,0,0,3,0,0,0,4,0,162
527,50.0919444444,12.9422222222,M,0.02883549,0,0,0,0,0,0,36,0,112
528,50.0919444444,12.9422222222,M,0.032115172,0,0,0,0,0,0,41,0,2
529,50.0919444444,12.9422222222,M,0.029162052,0,0,0,0,0,0,19,0,11
530,50.0919444444,12.9422222222,M,0.028013269,0,0,0,0,0,0,58,0,0
531,50.0919444444,12.9422222222,M,0.032648569,0,0,0,0,0,0,100,0,0
532,50.0919444444,12.9422222222,M,0.031353744,0,0,0,0,0,0,25,0,7
533,50.1813888889,11.7622222222,F,0.9817466,0,1,0,0,0,0,28,0,0
534,50.1188888889,12.3038888889,M,0.775600739,0,0,0,0,0,0,0,0,0
535,50.0347222222,12.2830555556,F,0.880661395,0,4,0,0,0,2,0,0,56
536,50.0347222222,12.2830555556,M,0.888558692,0,2,0,0,0,0,0,0,15
537,50.0347222222,12.2830555556,F,0.875089477,0,0,0,0,0,0,4,0,53
538,50.0347222222,12.2830555556,M,0.882026627,0,1,0,0,0,0,0,0,0
539,50.0347222222,12.2830555556,M,0.879023307,0,0,0,0,0,0,0,0,61
540,50.1191666667,12.4011111111,F,0.216235632,0,0,0,0,0,0,0,0,4
541,50.1191666667,12.4011111111,F,0.218304843,0,0,0,1,0,0,0,0,0
542,50.1191666667,12.4011111111,M,0.182895224,0,0,0,0,0,0,0,0,6
543,50.1191666667,12.4011111111,M,NA,0,0,0,0,0,0,0,0,1
544,50.1191666667,12.4011111111,F,0.408698778,0,0,0,0,0,0,0,0,11
545,50.1486111111,13.1733333333,M,0.030247141,0,0,0,0,0,0,0,0,1
546,50.1486111111,13.1733333333,M,0.029509406,0,0,0,0,0,0,0,0,2
547,50.1486111111,13.1733333333,F,0.030780243,0,0,0,0,0,0,0,0,5
548,50.1486111111,13.1733333333,F,0.027162259,0,0,0,0,0,0,0,0,4
549,50.1486111111,13.1733333333,M,0.032805013,0,0,0,0,0,0,0,0,0
550,50.1486111111,13.1733333333,M,0.035016587,0,0,0,1,0,0,0,0,4
551,50.1019444444,12.2127777778,M,0.897303288,0,0,0,0,0,0,0,0,112
552,50.1019444444,12.2127777778,F,0.895922747,0,0,0,0,0,0,0,0,79
553,50.1019444444,12.2127777778,F,0.902508961,0,0,0,0,0,9,23,0,85
554,50.1019444444,12.2127777778,M,0.900036887,0,0,0,0,0,0,0,0,23
555,50.1019444444,12.2127777778,M,0.900554529,0,0,0,0,0,0,0,0,38
556,50.1813888889,11.7622222222,M,0.979719764,0,1,0,0,0,0,2,0,55
557,49.9880555556,12.4083333333,M,0.818618397,0,0,0,0,0,0,0,0,5
558,49.9880555556,12.4083333333,M,0.812038405,0,0,0,0,0,0,2,0,1
559,50.1655555556,12.5719444444,F,0.053698435,0,0,0,0,0,0,0,0,2
560,50.0744444444,12.9238888889,M,0.024542125,0,0,2,0,0,0,0,0,0
561,50.0744444444,12.9238888889,M,0.026759531,0,0,0,0,0,0,0,0,436
562,50.1486111111,13.1733333333,F,0.028449502,0,0,0,0,0,0,0,0,0
563,50.2216666667,13.3741666667,F,0.028093883,0,0,0,0,0,0,0,0,5
564,50.2216666667,13.3741666667,M,0.027086384,0,0,0,0,0,0,0,0,98
565,50.2216666667,13.3741666667,F,0.02771855,0,0,0,0,0,0,0,0,0
566,50.2216666667,13.3741666667,M,0.025603511,0,0,0,0,0,0,0,0,9
567,50.2216666667,13.3741666667,M,0.029648609,0,0,0,0,0,0,0,0,0
568,50.1169444444,12.0413888889,M,0.962104489,0,1,7,0,0,0,1,0,0
569,50.1019444444,12.2127777778,M,0.891129032,0,0,0,0,0,0,3,0,688
570,50.1186111111,11.9166666667,F,0.980837473,0,0,0,0,0,0,0,0,27
571,50.1186111111,11.9166666667,F,0.974840539,0,0,0,0,0,0,9,0,15
572,50.1186111111,11.9166666667,F,0.976241135,0,2,0,0,0,0,18,0,31
573,50.1186111111,11.9166666667,F,0.976224273,0,0,0,0,0,0,2,0,0
574,50.1186111111,11.9166666667,F,0.980113636,0,1,0,0,0,0,0,0,19
575,50.1813888889,11.7622222222,F,0.97938877,0,1,0,0,0,0,2,0,15
576,50.1019444444,12.2127777778,F,0.903340441,0,0,0,0,0,2,0,0,205
577,50.1019444444,12.2127777778,F,0.89978678,0,0,0,0,0,0,0,0,4
578,50.1019444444,12.2127777778,M,0.910294118,0,0,0,0,0,0,0,0,8
579,50.1019444444,12.2127777778,F,0.894381223,0,0,0,0,0,0,0,0,19
580,50.1019444444,12.2127777778,M,0.906089508,0,0,0,0,0,0,0,0,8
581,50.0919444444,12.9422222222,F,0.025604552,0,0,0,0,0,0,12,0,47
582,50.0919444444,12.9422222222,M,0.025697504,0,0,0,0,0,0,22,0,17
583,50.2216666667,13.3741666667,M,0.022710623,0,0,0,0,0,0,0,0,0
584,50.1169444444,12.0413888889,M,0.967057101,0,0,0,0,0,1,0,0,1
585,50.1169444444,12.0413888889,M,0.965137615,0,0,2,0,0,6,0,0,186
586,50.1186111111,11.9166666667,F,0.976950355,0,1,0,0,0,0,1,0,76
587,50.1186111111,11.9166666667,M,0.977663859,0,0,0,0,0,0,0,0,31
588,50.1186111111,11.9166666667,M,0.978770132,0,0,0,0,0,1,5,0,0
589,50.0919444444,12.9422222222,M,0.030447542,0,0,0,0,0,0,11,0,7
590,50.0919444444,12.9422222222,F,0.027382646,0,0,0,0,0,0,0,0,71
591,50.0919444444,12.9427777778,F,0.028034067,0,0,0,0,0,0,21,0,351
592,50.0919444444,12.9427777778,M,0.029282577,0,0,0,0,0,0,1,0,18
593,50.1813888889,11.7622222222,F,0.981507824,0,1,0,0,0,0,0,0,4
594,50.1813888889,11.7622222222,F,0.979715302,0,1,0,0,0,0,0,0,3
595,50.1813888889,11.7622222222,F,0.981218994,0,1,0,0,0,0,0,0,65
596,50.1186111111,11.9166666667,F,0.971194879,0,1,0,0,0,0,4,0,37
597,50.1186111111,11.9166666667,F,0.980482612,0,0,0,0,0,0,0,0,11
598,50.2216666667,13.3741666667,M,0.028905964,0,0,0,0,0,0,0,0,11
599,50.2216666667,13.3741666667,F,0.027382646,0,0,0,0,0,0,0,0,99
600,50.2216666667,13.3741666667,F,0.026297086,0,0,0,0,0,0,0,0,4
601,50.2216666667,13.3741666667,F,0.024147727,0,0,0,0,0,0,0,0,0
602,50.0919444444,12.9422222222,M,0.027492669,0,0,0,0,0,0,74,0,0
603,50.0919444444,12.9422222222,F,0.02594172,0,0,0,0,0,0,2,0,1
604,50.0919444444,12.9422222222,M,0.03040293,0,0,0,0,0,0,10,0,281
605,50.0919444444,12.9422222222,M,0.028916545,0,0,0,0,0,0,26,0,363
606,50.0691666667,13.3841666667,F,0.030938834,0,2,3,0,0,0,0,0,58
607,50.1144444444,12.4702777778,F,0.148148148,0,0,0,0,0,0,0,0,0
608,50.1169444444,12.0413888889,F,0.966312057,0,0,4,0,0,0,0,0,0
609,50.1486111111,13.1733333333,M,0.028937729,0,0,0,0,0,0,0,0,182
610,50.1169444444,12.0413888889,M,0.961157933,0,0,0,0,0,0,0,0,29
611,50.0133333333,12.2577777778,F,0.936162625,0,0,15,0,0,12,0,0,0
612,50.1813888889,11.7622222222,F,0.982587065,0,1,9,0,0,2,13,0,14
613,50.1813888889,11.7622222222,M,0.982057854,0,1,0,0,0,0,0,0,17
614,50.1144444444,12.4702777778,F,0.160739687,0,0,0,0,0,0,0,0,0
615,50.045,13.3722222222,M,0.02962692,0,0,0,0,0,0,0,0,1
616,50.0422222222,13.3863888889,F,0.034421576,0,0,0,0,0,0,0,0,20
617,50.0422222222,13.3863888889,M,0.029616088,0,0,0,0,0,0,0,0,111
618,50.0422222222,13.3863888889,F,0.029432624,0,0,0,0,0,0,0,0,153
619,50.2216666667,13.3741666667,F,0.023098792,0,0,0,0,0,0,0,0,66
620,50.1169444444,12.2561111111,F,0.878196023,0,0,0,1,0,0,0,0,0
621,50.2216666667,13.3741666667,M,0.024166972,0,0,0,0,0,3,0,0,0
622,50.1169444444,12.2561111111,F,0.870738636,2,0,0,0,0,0,0,0,0
623,50.1169444444,12.2561111111,F,0.857599432,0,0,0,0,0,0,0,0,0
624,50.1044444444,12.4841666667,M,0.203147877,0,0,0,0,0,0,0,0,0
625,50.0422222222,13.3863888889,F,0.029766123,0,0,0,0,0,0,0,0,3
626,50.0422222222,13.3863888889,M,0.025246981,0,0,0,0,0,0,0,0,37
627,50.0422222222,13.3863888889,M,0.030003659,0,0,0,0,0,0,0,0,136
628,50.2216666667,13.3741666667,F,0.029140014,0,0,0,0,0,0,1,0,2
629,50.2216666667,13.3741666667,M,0.024871982,0,0,0,0,0,0,0,0,347
630,50.2216666667,13.3741666667,M,0.02818448,0,0,0,0,0,0,3,0,0
631,50.2216666667,13.3741666667,F,0.032693674,0,0,0,0,0,0,0,0,42
632,50.0783333333,11.9233333333,F,0.970483642,0,0,0,0,0,0,10,0,0
633,50.0783333333,11.9233333333,F,0.970149254,0,0,0,0,0,2,3,0,0
634,50.1813888889,11.7622222222,F,0.979418027,0,2,7,0,0,18,0,0,1
635,50.0836111111,12.0986111111,M,0.945827233,0,0,0,0,0,0,0,0,12
636,50.0836111111,12.0986111111,M,0.951282051,0,0,0,0,0,0,0,0,19
637,50.0836111111,12.0986111111,M,0.942836204,0,0,0,0,0,0,0,0,23
638,50.0963888889,12.4713888889,M,0.24184683,0,0,0,0,0,0,0,0,0
639,50.1169444444,12.2561111111,M,0.86133529,0,0,0,0,0,0,0,0,0
640,50.1169444444,12.2561111111,F,0.859174964,0,0,0,0,0,0,0,0,0
641,50.1169444444,12.2561111111,M,0.85761347,0,0,0,0,0,0,0,0,2
642,50.1813888889,11.7622222222,F,0.980440967,0,1,0,0,0,0,9,0,15
643,50.1813888889,11.7622222222,M,0.974349579,0,2,11,0,0,8,14,0,0
644,50.1169444444,12.0413888889,M,0.963030747,0,0,0,0,0,0,0,0,23
645,50.2588888889,13.3530555556,M,0.017222426,0,0,0,0,0,0,0,0,2
646,50.2588888889,13.3530555556,F,0.019670959,0,0,0,0,0,0,0,0,11
647,50.2216666667,13.3741666667,M,0.029325513,2,0,0,0,0,0,0,0,14
648,50.1147222222,12.4911111111,M,0.147794118,0,0,0,0,0,0,0,0,0
649,50.0880555556,12.1286111111,F,0.947125621,0,0,2,0,0,12,0,0,15
650,50.0836111111,12.0986111111,F,0.948190206,0,0,0,0,0,0,0,0,13
651,50.0836111111,12.0986111111,M,0.945321101,0,0,0,0,0,15,0,0,43
652,50.1813888889,11.7622222222,M,0.979831316,0,1,0,0,0,0,0,0,7
653,50.1813888889,11.7622222222,F,0.981507824,0,0,10,0,0,0,0,0,0
654,50.1813888889,11.7622222222,M,0.981284404,0,1,0,0,0,0,1,0,0
655,50.1186111111,11.9166666667,M,0.97469747,0,0,0,0,0,0,5,0,147
656,50.1188888889,12.3038888889,M,0.788023512,0,0,0,0,0,0,0,0,12
657,50.1947222222,11.4375,F,0.987571023,0,0,0,0,0,0,15,0,0
658,50.1947222222,11.4375,M,0.983876878,0,0,0,0,0,0,0,0,0
659,50.1947222222,11.4375,F,0.985805536,0,0,0,0,0,12,13,0,0
660,50.1947222222,11.4375,F,0.987224982,0,0,0,0,0,0,5,0,2
661,50.1813888889,11.7622222222,M,0.978005865,0,0,0,0,0,1,12,0,0
662,50.1777777778,13.2927777778,F,0.025904897,0,0,0,0,0,0,10,0,369
663,50.1777777778,13.2927777778,F,0.026259759,0,0,0,0,0,0,0,0,80
664,50.1777777778,13.2927777778,F,0.026561378,0,0,0,0,0,0,2,0,11
665,50.1516666667,12.5319444444,F,0.239346591,0,0,0,0,0,0,0,0,41
666,50.1516666667,12.5319444444,M,0.221611722,0,0,0,0,0,0,0,0,13
667,50.1516666667,12.5319444444,M,0.222059362,0,0,0,0,0,0,0,0,28
668,50.0836111111,12.0986111111,F,0.948681397,0,0,0,0,0,0,0,0,11
669,50.0963888889,12.4713888889,M,0.22201902,0,0,0,0,0,0,1,0,0
670,50.1516666667,12.5319444444,F,0.231343284,0,0,0,0,0,0,0,0,1
671,50.1516666667,12.5319444444,F,0.210582386,0,0,0,0,0,0,0,0,5
672,50.1516666667,12.5319444444,M,0.204320762,0,0,0,0,0,0,0,0,6
673,50.1516666667,12.5319444444,F,0.215248227,0,0,0,0,0,0,0,0,16
674,50.1186111111,11.9166666667,F,0.978338068,0,0,0,0,0,0,0,0,67
675,50.1186111111,11.9166666667,F,0.979418027,0,1,0,0,0,0,1,0,25
676,50.0836111111,12.0986111111,F,0.94787234,0,0,0,0,0,0,0,0,0
677,50.0836111111,12.0986111111,F,0.943812233,0,0,0,0,0,0,0,0,95
678,50.1947222222,11.4375,F,0.985795455,0,0,0,0,0,0,12,0,0
679,50.1947222222,11.4375,F,0.985450674,0,0,0,0,0,0,0,2,40
680,50.1419444444,13.1763888889,F,0.02661462,0,0,0,0,0,0,0,0,3
681,50.1419444444,13.1763888889,M,0.027624309,0,0,0,0,0,0,0,0,108
682,50.1419444444,13.1763888889,F,0.025886525,0,0,0,0,0,0,0,0,211
683,50.1411111111,12.3005555556,F,0.740227434,0,0,0,0,0,0,0,0,2
684,50.1411111111,12.3005555556,F,0.649359886,0,0,0,0,0,0,0,0,6
685,50.1411111111,12.3005555556,M,0.696323529,0,0,0,0,0,0,0,0,0
686,50.1516666667,12.5319444444,M,0.228089476,0,0,0,0,0,0,0,0,43
687,50.1411111111,12.3005555556,M,0.638133725,0,0,0,0,0,0,0,0,26
688,50.1411111111,12.3005555556,F,0.668918919,0,0,0,0,0,0,0,0,21
689,50.1491666667,12.5066666667,M,0.110826628,0,0,0,0,0,0,0,0,3
